name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_fftt1
,1308,,689,242,,65.95479753,2,59,,connector,20,"LINESTRING (-111.929806412831 33.42815367478082, -111.9300918 33.4286969)",all,1,0.067072675
,1309,,242,689,,65.95479753,2,59,,connector,20,"LINESTRING (-111.9300918 33.4286969, -111.929806412831 33.42815367478082)",all,1,0.067072675
,1310,,690,242,,136.5224153,2,59,,connector,20,"LINESTRING (-111.92979425 33.42749449999999, -111.9300918 33.4286969)",all,1,0.138836355
,1311,,242,690,,136.5224153,2,59,,connector,20,"LINESTRING (-111.9300918 33.4286969, -111.92979425 33.42749449999999)",all,1,0.138836355
,1312,,691,58,,138.1388468,2,59,,connector,20,"LINESTRING (-111.9287526751718 33.4274982054553, -111.9293057 33.4286516)",all,1,0.140480183
,1313,,58,691,,138.1388468,2,59,,connector,20,"LINESTRING (-111.9293057 33.4286516, -111.9287526751718 33.4274982054553)",all,1,0.140480183
,1314,,692,229,,31.55674719,2,59,,connector,20,"LINESTRING (-111.9408693726861 33.42166716314975, -111.9407478 33.4219322)",all,1,0.032091607
,1315,,229,692,,31.55674719,2,59,,connector,20,"LINESTRING (-111.9407478 33.4219322, -111.9408693726861 33.42166716314975)",all,1,0.032091607
,1316,,693,363,,57.97170731,2,59,,connector,20,"LINESTRING (-111.9317781180333 33.42977305115765, -111.931709 33.4292549)",all,1,0.058954279
,1317,,363,693,,57.97170731,2,59,,connector,20,"LINESTRING (-111.931709 33.4292549, -111.9317781180333 33.42977305115765)",all,1,0.058954279
,1318,,694,45,,78.53952769,2,59,,connector,20,"LINESTRING (-111.9187709703913 33.41597579213866, -111.9187765 33.4166821)",all,1,0.079870706
,1319,,45,694,,78.53952769,2,59,,connector,20,"LINESTRING (-111.9187765 33.4166821, -111.9187709703913 33.41597579213866)",all,1,0.079870706
,1320,,695,375,,69.07968124,2,59,,connector,20,"LINESTRING (-111.9302112868967 33.42153470240331, -111.9307627 33.421952)",all,1,0.070250523
,1321,,375,695,,69.07968124,2,59,,connector,20,"LINESTRING (-111.9307627 33.421952, -111.9302112868967 33.42153470240331)",all,1,0.070250523
,1322,,696,322,,71.50894499,2,59,,connector,20,"LINESTRING (-111.9430580773471 33.42128541649285, -111.9430383 33.4219283)",all,1,0.072720961
,1323,,322,696,,71.50894499,2,59,,connector,20,"LINESTRING (-111.9430383 33.4219283, -111.9430580773471 33.42128541649285)",all,1,0.072720961
,1324,,697,100,,43.38708034,2,59,,connector,20,"LINESTRING (-111.9427062567372 33.42151143654656, -111.9423905 33.4212237)",all,1,0.044122455
,1325,,100,697,,43.38708034,2,59,,connector,20,"LINESTRING (-111.9423905 33.4212237, -111.9427062567372 33.42151143654656)",all,1,0.044122455
,1326,,698,225,,32.88638809,2,59,,connector,20,"LINESTRING (-111.9438608511485 33.42160461183001, -111.9439222 33.4218959)",all,1,0.033443785
,1327,,225,698,,32.88638809,2,59,,connector,20,"LINESTRING (-111.9439222 33.4218959, -111.9438608511485 33.42160461183001)",all,1,0.033443785
,1328,,699,331,,40.91555814,2,59,,connector,20,"LINESTRING (-111.9403548747394 33.42155813996261, -111.9400587 33.4218307)",all,1,0.041609042
,1329,,331,699,,40.91555814,2,59,,connector,20,"LINESTRING (-111.9400587 33.4218307, -111.9403548747394 33.42155813996261)",all,1,0.041609042
,1330,,700,32,,83.76644255,2,59,,connector,20,"LINESTRING (-111.9416894682781 33.42805713211949, -111.942465 33.4284426)",all,1,0.085186213
,1331,,32,700,,83.76644255,2,59,,connector,20,"LINESTRING (-111.942465 33.4284426, -111.9416894682781 33.42805713211949)",all,1,0.085186213
,1332,,701,220,,45.27558945,2,59,,connector,20,"LINESTRING (-111.9404138 33.42804875, -111.9400691 33.4277606)",all,1,0.046042972
,1333,,220,701,,45.27558945,2,59,,connector,20,"LINESTRING (-111.9400691 33.4277606, -111.9404138 33.42804875)",all,1,0.046042972
,1334,,702,45,,69.11444078,2,59,,connector,20,"LINESTRING (-111.9184234367456 33.41613484226029, -111.9187765 33.4166821)",all,1,0.070285872
,1335,,45,702,,69.11444078,2,59,,connector,20,"LINESTRING (-111.9187765 33.4166821, -111.9184234367456 33.41613484226029)",all,1,0.070285872
,1336,,703,45,,144.8137741,2,59,,connector,20,"LINESTRING (-111.9184098909946 33.41541621938217, -111.9187765 33.4166821)",all,1,0.147268245
,1337,,45,703,,144.8137741,2,59,,connector,20,"LINESTRING (-111.9187765 33.4166821, -111.9184098909946 33.41541621938217)",all,1,0.147268245
,1338,,704,397,,110.7800806,2,59,,connector,20,"LINESTRING (-111.9192530521014 33.41526322783967, -111.9204042 33.415)",all,1,0.112657709
,1339,,397,704,,110.7800806,2,59,,connector,20,"LINESTRING (-111.9204042 33.415, -111.9192530521014 33.41526322783967)",all,1,0.112657709
,1340,,705,412,,54.53562045,2,59,,connector,20,"LINESTRING (-111.9384708870887 33.43060110432084, -111.9381327 33.4302)",all,1,0.055459953
,1341,,412,705,,54.53562045,2,59,,connector,20,"LINESTRING (-111.9381327 33.4302, -111.9384708870887 33.43060110432084)",all,1,0.055459953
,1342,,706,429,,43.26393094,2,59,,connector,20,"LINESTRING (-111.9395158617929 33.43026799960842, -111.9399749 33.4302)",all,1,0.043997218
,1343,,429,706,,43.26393094,2,59,,connector,20,"LINESTRING (-111.9399749 33.4302, -111.9395158617929 33.43026799960842)",all,1,0.043997218
,1344,,707,398,,174.7298991,2,59,,connector,20,"LINESTRING (-111.9180454105305 33.41511422496914, -111.9178 33.4166722)",all,1,0.177691423
,1345,,398,707,,174.7298991,2,59,,connector,20,"LINESTRING (-111.9178 33.4166722, -111.9180454105305 33.41511422496914)",all,1,0.177691423
,1346,,708,44,,68.3468249,2,59,,connector,20,"LINESTRING (-111.9210932552191 33.41626543439763, -111.920587 33.4167118)",all,1,0.069505246
,1347,,44,708,,68.3468249,2,59,,connector,20,"LINESTRING (-111.920587 33.4167118, -111.9210932552191 33.41626543439763)",all,1,0.069505246
,1348,,709,407,,50.19686219,2,59,,connector,20,"LINESTRING (-111.9447300819433 33.42603989356498, -111.945 33.4264311)",all,1,0.051047656
,1349,,407,709,,50.19686219,2,59,,connector,20,"LINESTRING (-111.945 33.4264311, -111.9447300819433 33.42603989356498)",all,1,0.051047656
,1350,,710,276,,26.37954028,2,59,,connector,20,"LINESTRING (-111.9414221666667 33.4236071, -111.9414555 33.4238427)",all,1,0.026826651
,1351,,276,710,,26.37954028,2,59,,connector,20,"LINESTRING (-111.9414555 33.4238427, -111.9414221666667 33.4236071)",all,1,0.026826651
,1352,,711,276,,51.48409145,2,59,,connector,20,"LINESTRING (-111.9409009569231 33.42385544914964, -111.9414555 33.4238427)",all,1,0.052356703
,1353,,276,711,,51.48409145,2,59,,connector,20,"LINESTRING (-111.9414555 33.4238427, -111.9409009569231 33.42385544914964)",all,1,0.052356703
,1354,,712,212,,37.796881,2,59,,connector,20,"LINESTRING (-111.9404718001963 33.42344067255376, -111.9400646 33.4234469)",all,1,0.038437506
,1355,,212,712,,37.796881,2,59,,connector,20,"LINESTRING (-111.9400646 33.4234469, -111.9404718001963 33.42344067255376)",all,1,0.038437506
,1356,,713,213,,36.57836795,2,59,,connector,20,"LINESTRING (-111.9402819596287 33.42382327389784, -111.9399588 33.4240116)",all,1,0.03719834
,1357,,213,713,,36.57836795,2,59,,connector,20,"LINESTRING (-111.9399588 33.4240116, -111.9402819596287 33.42382327389784)",all,1,0.03719834
,1358,,714,17,,51.25724638,2,59,,connector,20,"LINESTRING (-111.9405759779581 33.42414328240312, -111.9400786 33.4243437)",all,1,0.052126013
,1359,,17,714,,51.25724638,2,59,,connector,20,"LINESTRING (-111.9400786 33.4243437, -111.9405759779581 33.42414328240312)",all,1,0.052126013
,1360,,715,229,,58.39902263,2,59,,connector,20,"LINESTRING (-111.9408927811122 33.42244326487203, -111.9407478 33.4219322)",all,1,0.059388837
,1361,,229,715,,58.39902263,2,59,,connector,20,"LINESTRING (-111.9407478 33.4219322, -111.9408927811122 33.42244326487203)",all,1,0.059388837
,1362,,716,211,,36.9596616,2,59,,connector,20,"LINESTRING (-111.9403860028596 33.42273406936071, -111.9400741 33.4225274)",all,1,0.037586097
,1363,,211,716,,36.9596616,2,59,,connector,20,"LINESTRING (-111.9400741 33.4225274, -111.9403860028596 33.42273406936071)",all,1,0.037586097
,1364,,717,267,,31.4940859,2,59,,connector,20,"LINESTRING (-111.9389689537746 33.42022540660363, -111.9389314 33.4205069)",all,1,0.032027884
,1365,,267,717,,31.4940859,2,59,,connector,20,"LINESTRING (-111.9389314 33.4205069, -111.9389689537746 33.42022540660363)",all,1,0.032027884
,1366,,718,377,,83.38427055,2,59,,connector,20,"LINESTRING (-111.9357481592081 33.42155512195088, -111.9349485 33.421897)",all,1,0.084797563
,1367,,377,718,,83.38427055,2,59,,connector,20,"LINESTRING (-111.9349485 33.421897, -111.9357481592081 33.42155512195088)",all,1,0.084797563
,1368,,719,256,,49.72940853,2,59,,connector,20,"LINESTRING (-111.9258557532524 33.41712826370374, -111.9263004 33.4173778)",all,1,0.05057228
,1369,,256,719,,49.72940853,2,59,,connector,20,"LINESTRING (-111.9263004 33.4173778, -111.9258557532524 33.41712826370374)",all,1,0.05057228
,1370,,720,255,,38.53080043,2,59,,connector,20,"LINESTRING (-111.9259024583862 33.41629325712704, -111.9263066 33.4163725)",all,1,0.039183865
,1371,,255,720,,38.53080043,2,59,,connector,20,"LINESTRING (-111.9263066 33.4163725, -111.9259024583862 33.41629325712704)",all,1,0.039183865
,1372,,721,34,,43.14023669,2,59,,connector,20,"LINESTRING (-111.9259067069845 33.41665177507927, -111.9263074 33.4168484)",all,1,0.043871427
,1373,,34,721,,43.14023669,2,59,,connector,20,"LINESTRING (-111.9263074 33.4168484, -111.9259067069845 33.41665177507927)",all,1,0.043871427
,1374,,722,254,,46.51473929,2,59,,connector,20,"LINESTRING (-111.9259211375555 33.41578038288852, -111.9262936 33.4155005)",all,1,0.047303125
,1375,,254,722,,46.51473929,2,59,,connector,20,"LINESTRING (-111.9262936 33.4155005, -111.9259211375555 33.41578038288852)",all,1,0.047303125
,1376,,723,254,,56.71242915,2,59,,connector,20,"LINESTRING (-111.9257356938707 33.41570850707063, -111.9262936 33.4155005)",all,1,0.057673657
,1377,,254,723,,56.71242915,2,59,,connector,20,"LINESTRING (-111.9262936 33.4155005, -111.9257356938707 33.41570850707063)",all,1,0.057673657
,1378,,724,255,,57.99238242,2,59,,connector,20,"LINESTRING (-111.9257969819671 33.41607074049229, -111.9263066 33.4163725)",all,1,0.058975304
,1379,,255,724,,57.99238242,2,59,,connector,20,"LINESTRING (-111.9263066 33.4163725, -111.9257969819671 33.41607074049229)",all,1,0.058975304
,1380,,725,292,,43.99417976,2,59,,connector,20,"LINESTRING (-111.9252482541481 33.41993654580861, -111.9254719 33.4195877)",all,1,0.044739844
,1381,,292,725,,43.99417976,2,59,,connector,20,"LINESTRING (-111.9254719 33.4195877, -111.9252482541481 33.41993654580861)",all,1,0.044739844
,1382,,726,292,,51.32047179,2,59,,connector,20,"LINESTRING (-111.9257238161781 33.41917684200222, -111.9254719 33.4195877)",all,1,0.05219031
,1383,,292,726,,51.32047179,2,59,,connector,20,"LINESTRING (-111.9254719 33.4195877, -111.9257238161781 33.41917684200222)",all,1,0.05219031
,1384,,727,256,,91.72417412,2,59,,connector,20,"LINESTRING (-111.9253135959639 33.41742281355198, -111.9263004 33.4173778)",all,1,0.093278821
,1385,,256,727,,91.72417412,2,59,,connector,20,"LINESTRING (-111.9263004 33.4173778, -111.9253135959639 33.41742281355198)",all,1,0.093278821
,1386,,728,257,,123.9221037,2,59,,connector,20,"LINESTRING (-111.9249678186081 33.41746639239097, -111.9263 33.4175412)",all,1,0.126022478
,1387,,257,728,,123.9221037,2,59,,connector,20,"LINESTRING (-111.9263 33.4175412, -111.9249678186081 33.41746639239097)",all,1,0.126022478
,1388,,729,133,,87.61982824,2,59,,connector,20,"LINESTRING (-111.9388999605642 33.41744256788296, -111.9398439 33.4174549)",all,1,0.08910491
,1389,,133,729,,87.61982824,2,59,,connector,20,"LINESTRING (-111.9398439 33.4174549, -111.9388999605642 33.41744256788296)",all,1,0.08910491
,1390,,730,203,,78.12940715,2,59,,connector,20,"LINESTRING (-111.9390224133474 33.41940180764665, -111.9398606 33.4193366)",all,1,0.079453634
,1391,,203,730,,78.12940715,2,59,,connector,20,"LINESTRING (-111.9398606 33.4193366, -111.9390224133474 33.41940180764665)",all,1,0.079453634
,1392,,731,154,,78.40847399,2,59,,connector,20,"LINESTRING (-111.9250793058601 33.42313792682234, -111.9258887 33.4233401)",all,1,0.079737431
,1393,,154,731,,78.40847399,2,59,,connector,20,"LINESTRING (-111.9258887 33.4233401, -111.9250793058601 33.42313792682234)",all,1,0.079737431
,1394,,732,154,,150.0631262,2,59,,connector,20,"LINESTRING (-111.9244645521591 33.42397920953468, -111.9258887 33.4233401)",all,1,0.152606569
,1395,,154,732,,150.0631262,2,59,,connector,20,"LINESTRING (-111.9258887 33.4233401, -111.9244645521591 33.42397920953468)",all,1,0.152606569
,1396,,733,265,,83.59830175,2,59,,connector,20,"LINESTRING (-111.925911379189 33.42564868264332, -111.926379 33.4250061)",all,1,0.085015222
,1397,,265,733,,83.59830175,2,59,,connector,20,"LINESTRING (-111.926379 33.4250061, -111.925911379189 33.42564868264332)",all,1,0.085015222
,1398,,734,98,,54.19268741,2,59,,connector,20,"LINESTRING (-111.9228595253299 33.42429879091365, -111.9228983 33.4238125)",all,1,0.055111208
,1399,,98,734,,54.19268741,2,59,,connector,20,"LINESTRING (-111.9228983 33.4238125, -111.9228595253299 33.42429879091365)",all,1,0.055111208
,1400,,735,279,,238.0953726,2,59,,connector,20,"LINESTRING (-111.9241022294828 33.42629459061593, -111.9262149 33.4275095)",all,1,0.242130887
,1401,,279,735,,238.0953726,2,59,,connector,20,"LINESTRING (-111.9262149 33.4275095, -111.9241022294828 33.42629459061593)",all,1,0.242130887
,1402,,736,161,,280.3930208,2,59,,connector,20,"LINESTRING (-111.9228694368928 33.42663140815354, -111.9239819 33.4289759)",all,1,0.285145445
,1403,,161,736,,280.3930208,2,59,,connector,20,"LINESTRING (-111.9239819 33.4289759, -111.9228694368928 33.42663140815354)",all,1,0.285145445
,1404,,737,186,,94.55871244,2,59,,connector,20,"LINESTRING (-111.9243375698702 33.42274756996058, -111.9248832 33.4220294)",all,1,0.096161402
,1405,,186,737,,94.55871244,2,59,,connector,20,"LINESTRING (-111.9248832 33.4220294, -111.9243375698702 33.42274756996058)",all,1,0.096161402
,1406,,738,98,,78.94215966,2,59,,connector,20,"LINESTRING (-111.9235297774008 33.42333684839578, -111.9228983 33.4238125)",all,1,0.080280162
,1407,,98,738,,78.94215966,2,59,,connector,20,"LINESTRING (-111.9228983 33.4238125, -111.9235297774008 33.42333684839578)",all,1,0.080280162
,1408,,739,77,,128.8573704,2,59,,connector,20,"LINESTRING (-111.9329169188089 33.41920185985059, -111.9338292 33.4183283)",all,1,0.131041394
,1409,,77,739,,128.8573704,2,59,,connector,20,"LINESTRING (-111.9338292 33.4183283, -111.9329169188089 33.41920185985059)",all,1,0.131041394
,1410,,740,201,,19.85518644,2,59,,connector,20,"LINESTRING (-111.93963637507 33.41868246007183, -111.9398502 33.4186881)",all,1,0.020191715
,1411,,201,740,,19.85518644,2,59,,connector,20,"LINESTRING (-111.9398502 33.4186881, -111.93963637507 33.41868246007183)",all,1,0.020191715
,1412,,741,201,,47.97424684,2,59,,connector,20,"LINESTRING (-111.9394697252121 33.41839605262469, -111.9398502 33.4186881)",all,1,0.04878737
,1413,,201,741,,47.97424684,2,59,,connector,20,"LINESTRING (-111.9398502 33.4186881, -111.9394697252121 33.41839605262469)",all,1,0.04878737
,1414,,742,376,,134.737307,2,59,,connector,20,"LINESTRING (-111.9331233587483 33.42094205320043, -111.9339932 33.4219122)",all,1,0.13702099
,1415,,376,742,,134.737307,2,59,,connector,20,"LINESTRING (-111.9339932 33.4219122, -111.9331233587483 33.42094205320043)",all,1,0.13702099
,1416,,743,376,,77.8570897,2,59,,connector,20,"LINESTRING (-111.9333857527761 33.42142928032136, -111.9339932 33.4219122)",all,1,0.079176701
,1417,,376,743,,77.8570897,2,59,,connector,20,"LINESTRING (-111.9339932 33.4219122, -111.9333857527761 33.42142928032136)",all,1,0.079176701
,1418,,744,15,,59.76037007,2,59,,connector,20,"LINESTRING (-111.929673 33.424508, -111.9290798 33.4242989)",all,1,0.060773258
,1419,,15,744,,59.76037007,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.929673 33.424508)",all,1,0.060773258
,1420,,745,15,,60.22135292,2,59,,connector,20,"LINESTRING (-111.9297271747552 33.42433604779229, -111.9290798 33.4242989)",all,1,0.061242054
,1421,,15,745,,60.22135292,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.9297271747552 33.42433604779229)",all,1,0.061242054
,1422,,746,15,,88.17934535,2,59,,connector,20,"LINESTRING (-111.92972565 33.42488055, -111.9290798 33.4242989)",all,1,0.089673911
,1423,,15,746,,88.17934535,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.92972565 33.42488055)",all,1,0.089673911
,1424,,747,15,,99.77039194,2,59,,connector,20,"LINESTRING (-111.92969965 33.425032, -111.9290798 33.4242989)",all,1,0.101461416
,1425,,15,747,,99.77039194,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.92969965 33.425032)",all,1,0.101461416
,1426,,748,15,,112.3145177,2,59,,connector,20,"LINESTRING (-111.9296395801956 33.42519442481971, -111.9290798 33.4242989)",all,1,0.114218154
,1427,,15,748,,112.3145177,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.9296395801956 33.42519442481971)",all,1,0.114218154
,1428,,749,15,,128.6636345,2,59,,connector,20,"LINESTRING (-111.9295946749365 33.4253732469566, -111.9290798 33.4242989)",all,1,0.130844374
,1429,,15,749,,128.6636345,2,59,,connector,20,"LINESTRING (-111.9290798 33.4242989, -111.9295946749365 33.4253732469566)",all,1,0.130844374
,1430,,750,299,,34.5489069,2,59,,connector,20,"LINESTRING (-111.929489463843 33.42234918387506, -111.9293204 33.422626)",all,1,0.035134482
,1431,,299,750,,34.5489069,2,59,,connector,20,"LINESTRING (-111.9293204 33.422626, -111.929489463843 33.42234918387506)",all,1,0.035134482
,1432,,751,65,,64.55210765,2,59,,connector,20,"LINESTRING (-111.935583682042 33.42351554494621, -111.9349899 33.4232132)",all,1,0.065646211
,1433,,65,751,,64.55210765,2,59,,connector,20,"LINESTRING (-111.9349899 33.4232132, -111.935583682042 33.42351554494621)",all,1,0.065646211
,1434,,752,62,,39.5602748,2,59,,connector,20,"LINESTRING (-111.9368755768199 33.42351954913661, -111.9366746 33.4232058)",all,1,0.040230788
,1435,,62,752,,39.5602748,2,59,,connector,20,"LINESTRING (-111.9366746 33.4232058, -111.9368755768199 33.42351954913661)",all,1,0.040230788
,1436,,753,333,,34.72069451,2,59,,connector,20,"LINESTRING (-111.9378325983482 33.42398348097234, -111.9377644 33.4242905)",all,1,0.035309181
,1437,,333,753,,34.72069451,2,59,,connector,20,"LINESTRING (-111.9377644 33.4242905, -111.9378325983482 33.42398348097234)",all,1,0.035309181
,1438,,754,64,,65.2664122,2,59,,connector,20,"LINESTRING (-111.9376547850382 33.42360013867896, -111.9381595 33.4231914)",all,1,0.066372623
,1439,,64,754,,65.2664122,2,59,,connector,20,"LINESTRING (-111.9381595 33.4231914, -111.9376547850382 33.42360013867896)",all,1,0.066372623
,1440,,755,62,,71.27583215,2,59,,connector,20,"LINESTRING (-111.9373510013011 33.42350940149568, -111.9366746 33.4232058)",all,1,0.072483897
,1441,,62,755,,71.27583215,2,59,,connector,20,"LINESTRING (-111.9366746 33.4232058, -111.9373510013011 33.42350940149568)",all,1,0.072483897
,1442,,756,62,,40.9286537,2,59,,connector,20,"LINESTRING (-111.9364506498453 33.42352289021025, -111.9366746 33.4232058)",all,1,0.04162236
,1443,,62,756,,40.9286537,2,59,,connector,20,"LINESTRING (-111.9366746 33.4232058, -111.9364506498453 33.42352289021025)",all,1,0.04162236
,1444,,757,59,,76.83618412,2,59,,connector,20,"LINESTRING (-111.9373261787527 33.4250752229451, -111.9366724 33.4254992)",all,1,0.078138492
,1445,,59,757,,76.83618412,2,59,,connector,20,"LINESTRING (-111.9366724 33.4254992, -111.9373261787527 33.4250752229451)",all,1,0.078138492
,1446,,758,19,,49.40747706,2,59,,connector,20,"LINESTRING (-111.9370488 33.42466790000001, -111.936666 33.4243591)",all,1,0.050244892
,1447,,19,758,,49.40747706,2,59,,connector,20,"LINESTRING (-111.936666 33.4243591, -111.9370488 33.42466790000001)",all,1,0.050244892
,1448,,759,19,,72.90692031,2,59,,connector,20,"LINESTRING (-111.9359834068245 33.42403454040671, -111.936666 33.4243591)",all,1,0.074142631
,1449,,19,759,,72.90692031,2,59,,connector,20,"LINESTRING (-111.936666 33.4243591, -111.9359834068245 33.42403454040671)",all,1,0.074142631
,1450,,760,73,,47.1486641,2,59,,connector,20,"LINESTRING (-111.9352275002137 33.42396388317145, -111.9349809 33.4243346)",all,1,0.047947794
,1451,,73,760,,47.1486641,2,59,,connector,20,"LINESTRING (-111.9349809 33.4243346, -111.9352275002137 33.42396388317145)",all,1,0.047947794
,1452,,761,64,,48.60884315,2,59,,connector,20,"LINESTRING (-111.9384549156959 33.4228304190641, -111.9381595 33.4231914)",all,1,0.049432722
,1453,,64,761,,48.60884315,2,59,,connector,20,"LINESTRING (-111.9381595 33.4231914, -111.9384549156959 33.4228304190641)",all,1,0.049432722
,1454,,762,73,,54.69091609,2,59,,connector,20,"LINESTRING (-111.9353205527302 33.4247365375159, -111.9349809 33.4243346)",all,1,0.055617881
,1455,,73,762,,54.69091609,2,59,,connector,20,"LINESTRING (-111.9349809 33.4243346, -111.9353205527302 33.4247365375159)",all,1,0.055617881
,1456,,763,74,,40.08816628,2,59,,connector,20,"LINESTRING (-111.9352797 33.42515965, -111.9353519 33.4255151)",all,1,0.040767627
,1457,,74,763,,40.08816628,2,59,,connector,20,"LINESTRING (-111.9353519 33.4255151, -111.9352797 33.42515965)",all,1,0.040767627
,1458,,764,141,,51.31314752,2,59,,connector,20,"LINESTRING (-111.9394959494541 33.42784394349894, -111.9395019 33.4273825)",all,1,0.052182862
,1459,,141,764,,51.31314752,2,59,,connector,20,"LINESTRING (-111.9395019 33.4273825, -111.9394959494541 33.42784394349894)",all,1,0.052182862
,1460,,765,112,,45.51237922,2,59,,connector,20,"LINESTRING (-111.9391558470978 33.42691343580681, -111.9389329 33.427278)",all,1,0.046283775
,1461,,112,765,,45.51237922,2,59,,connector,20,"LINESTRING (-111.9389329 33.427278, -111.9391558470978 33.42691343580681)",all,1,0.046283775
,1462,,766,218,,31.8257312,2,59,,connector,20,"LINESTRING (-111.9396987517364 33.42616027684499, -111.9399637 33.426342)",all,1,0.03236515
,1463,,218,766,,31.8257312,2,59,,connector,20,"LINESTRING (-111.9399637 33.426342, -111.9396987517364 33.42616027684499)",all,1,0.03236515
,1464,,767,223,,33.89495134,2,59,,connector,20,"LINESTRING (-111.9396275610634 33.42900183957961, -111.9399832 33.4290713)",all,1,0.034469442
,1465,,223,767,,33.89495134,2,59,,connector,20,"LINESTRING (-111.9399832 33.4290713, -111.9396275610634 33.42900183957961)",all,1,0.034469442
,1466,,768,223,,69.72352876,2,59,,connector,20,"LINESTRING (-111.9392636792885 33.42889077444613, -111.9399832 33.4290713)",all,1,0.070905283
,1467,,223,768,,69.72352876,2,59,,connector,20,"LINESTRING (-111.9399832 33.4290713, -111.9392636792885 33.42889077444613)",all,1,0.070905283
,1468,,769,248,,48.7061896,2,59,,connector,20,"LINESTRING (-111.9404432005031 33.42912115168836, -111.9406832 33.4295107)",all,1,0.049531718
,1469,,248,769,,48.7061896,2,59,,connector,20,"LINESTRING (-111.9406832 33.4295107, -111.9404432005031 33.42912115168836)",all,1,0.049531718
,1470,,770,280,,23.71009652,2,59,,connector,20,"LINESTRING (-111.9431126186057 33.42595314157244, -111.9433518 33.4260281)",all,1,0.024111963
,1471,,280,770,,23.71009652,2,59,,connector,20,"LINESTRING (-111.9433518 33.4260281, -111.9431126186057 33.42595314157244)",all,1,0.024111963
,1472,,771,281,,88.43138123,2,59,,connector,20,"LINESTRING (-111.9426650021928 33.42649135579607, -111.9430789 33.4272077)",all,1,0.089930218
,1473,,281,771,,88.43138123,2,59,,connector,20,"LINESTRING (-111.9430789 33.4272077, -111.9426650021928 33.42649135579607)",all,1,0.089930218
,1474,,772,216,,28.29336492,2,59,,connector,20,"LINESTRING (-111.9403807529316 33.42600199777564, -111.9400785 33.4260353)",all,1,0.028772913
,1475,,216,772,,28.29336492,2,59,,connector,20,"LINESTRING (-111.9400785 33.4260353, -111.9403807529316 33.42600199777564)",all,1,0.028772913
,1476,,773,189,,44.16961255,2,59,,connector,20,"LINESTRING (-111.9409537264901 33.42581894514601, -111.9412674 33.4261177)",all,1,0.04491825
,1477,,189,773,,44.16961255,2,59,,connector,20,"LINESTRING (-111.9412674 33.4261177, -111.9409537264901 33.42581894514601)",all,1,0.04491825
,1478,,774,42,,38.69081802,2,59,,connector,20,"LINESTRING (-111.9409048931483 33.42678994674498, -111.940778 33.4264585)",all,1,0.039346595
,1479,,42,774,,38.69081802,2,59,,connector,20,"LINESTRING (-111.940778 33.4264585, -111.9409048931483 33.42678994674498)",all,1,0.039346595
,1480,,775,334,,76.70899418,2,59,,connector,20,"LINESTRING (-111.9410656805655 33.42711884769829, -111.9412594 33.4264482)",all,1,0.078009147
,1481,,334,775,,76.70899418,2,59,,connector,20,"LINESTRING (-111.9412594 33.4264482, -111.9410656805655 33.42711884769829)",all,1,0.078009147
,1482,,776,248,,73.69644276,2,59,,connector,20,"LINESTRING (-111.940921934982 33.42887858867442, -111.9406832 33.4295107)",all,1,0.074945535
,1483,,248,776,,73.69644276,2,59,,connector,20,"LINESTRING (-111.9406832 33.4295107, -111.940921934982 33.42887858867442)",all,1,0.074945535
,1484,,777,292,,80.35887959,2,59,,connector,20,"LINESTRING (-111.924688353161 33.41989521495319, -111.9254719 33.4195877)",all,1,0.081720894
,1485,,292,777,,80.35887959,2,59,,connector,20,"LINESTRING (-111.9254719 33.4195877, -111.924688353161 33.41989521495319)",all,1,0.081720894
,1486,,778,239,,75.65613932,2,59,,connector,20,"LINESTRING (-111.9248059536263 33.42931435081786, -111.9253831 33.4288338)",all,1,0.076938447
,1487,,239,778,,75.65613932,2,59,,connector,20,"LINESTRING (-111.9253831 33.4288338, -111.9248059536263 33.42931435081786)",all,1,0.076938447
,1488,,779,421,,86.57157154,2,59,,connector,20,"LINESTRING (-111.9342620172588 33.43077899325358, -111.9348857 33.4302)",all,1,0.088038886
,1489,,421,779,,86.57157154,2,59,,connector,20,"LINESTRING (-111.9348857 33.4302, -111.9342620172588 33.43077899325358)",all,1,0.088038886
,1490,,780,243,,47.7552821,2,59,,connector,20,"LINESTRING (-111.9331847588418 33.42988499291382, -111.9332589 33.42946)",all,1,0.048564694
,1491,,243,780,,47.7552821,2,59,,connector,20,"LINESTRING (-111.9332589 33.42946, -111.9331847588418 33.42988499291382)",all,1,0.048564694
,1492,,781,170,,123.9382945,2,59,,connector,20,"LINESTRING (-111.93211067093 33.43054064814484, -111.9322313 33.4294306)",all,1,0.126038944
,1493,,170,781,,123.9382945,2,59,,connector,20,"LINESTRING (-111.9322313 33.4294306, -111.93211067093 33.43054064814484)",all,1,0.126038944
,1494,,782,284,,92.22583545,2,59,,connector,20,"LINESTRING (-111.9301937287598 33.42969998907108, -111.9305333 33.4289205)",all,1,0.093788985
